id,youtube_url,title,caption,synopsis,release_date,duration,language,country,thumbnail_url
U3q3LCu9u0w,https://www.youtube.com/watch?v=U3q3LCu9u0w,FORGET ME NOT,Two little girls struggle with their mother's bipolar disease. It constantly disrupts their lives and burdens them to grow up early.,"Sapphire and Zoe are two little girls growing up together in the 1970s. Like other girls, they go to school, take dance classes and play together. But unlike others, they grapple with a family secret: their mother is bipolar, and the illness disrupts their lives.
When the mother loses her job, the daughters are forced to grow up early, taking on the role of caring for the person supposed to take care of them.",2018-10-15,910.0,English,USA,assets/thumbnails/U3q3LCu9u0w.webp
tl7m-hobPyU,https://www.youtube.com/watch?v=tl7m-hobPyU,SECRET CHILD,A single mother meets a wealthy man who takes an interest in her son.,"Gordon is a young boy growing up in 1950s Dublin. Even for the time, he has an unusual childhood: he has grown up in a Regina Coeli hostel for unmarried mothers, run by nuns and sheltered from the larger world. Regina Coeli was both a haven and a prison in many ways, but Gordon has started to wander beyond its walls, where he gets in fights with the other kids. But he's still surrounded by lots of love, cared for by his mother Cathleen, who works hard to give Gordon the best childhood possible.
His small world begins to shift when he and his mother meet up with a man named Bill for dinner. Bill is obviously wealthy, and quite interested in Gordon, who approaches this new acquaintance with great enthusiasm. But even with this first encounter, the small, cloistered world of mother and son begins to shift, even as it promises broader horizons.",2020-09-21,1051.0,English,USA,assets/thumbnails/tl7m-hobPyU.webp
Na7PFgDySmw,https://www.youtube.com/watch?v=Na7PFgDySmw,PALM TREES AND POWER LINE,"A teenage girl enters a relationship with a man twice her age. She sees him as the solution to all her problems, but his intentions are not what they seem.","Sixteen-year-old Charlotte spends a listless summer day on her own, seemingly left to her own devices and untethered from any structure or responsibility.
She goes off to do laundry, and encounters an older guy, Tommy. The two seem to connect, and Tommy helps Charlotte to escape her isolation and loneliness. But during one misadventure at night, Tommy betrays Charlotte, underscoring just how alone she is in the world. Charlotte then must make a choice, deciding what's truly important to her.",2019-06-18,945.0,English,USA,assets/thumbnails/Na7PFgDySmw.webp
CARUA30_-aI,https://www.youtube.com/watch?v=CARUA30_-aI,TRIGGA,A young girl confronts her bullies with the help of her horse.,"Mae is a quiet student at a high school in Sheffield, England, where her classmate Heather and her crew tease and pick on her. Already introverted, she retreats into her own head and stops talking to her family and the people around her. She only feels safe and secure when she is with her beloved horse, going so far as to wear a horse mask at dinnertime with her family.
As her school show-and-tell approaches, Mae decides to stand up for herself -- not by fighting or getting revenge, but by sharing the most precious part of her inner sanctum to the world at large.",2020-08-25,897.0,English,USA,assets/thumbnails/CARUA30_-aI.webp
b-DpTsddc9g,https://www.youtube.com/watch?v=b-DpTsddc9g,LUGHEAD,Two strangers meet in a motel room where everything is not as it seems.,"Owen and Jill are two strangers who meet up at night at a motel. They decide to go back to the room, where a seductively dressed Jill pours Owen some champagne, they exchange money and they sit on the bed to discuss what they're going to do.
Owen talks about his troubled marriage, even though he and his wife have a baby daughter together. Jill listens, asking him questions and drawing him out. It helps her understand what she needs to do for Owen, she says. But as their conversation continues, things reveal themselves as much different from what they seem, for both Owen and Jill.",2021-01-08,597.0,English,USA,assets/thumbnails/b-DpTsddc9g.webp
rIEfVfs5nZE,https://www.youtube.com/watch?v=rIEfVfs5nZE,LITTLE BROTHER,A young woman speaks out against a tyrannical government. There are consequences.,"Jane is an activist, best-selling author and a Nobel nominee who speaks out against the tyrannical government of Iran. She has been persecuted in the past and is now an ex-pat, but when she travels back to Iran to gives a no-holds-barred interview on TV, the very government she speaks out against decides to take action.
Little do they know, however, that Jane has a powerful weapon at her disposal. And with its aid, Jane will throw the latest salvo in the war against oppression, exposing the secret actions of the government in a way no one anticipated.",2000-00-00,-1.0,English,USA,assets/thumbnails/rIEfVfs5nZE.webp
IehPbS9fbPY,https://www.youtube.com/watch?v=IehPbS9fbPY,ERNIE,A man's suicide attempt rips a hole in the ceiling. Then he befriends the boy upstairs.,"Ernie has led a quiet, sad life. His childhood was troubled and lonely, he burned the family business to the ground and he has never been able to earn the approval of his father. Now an old man, he has had no loved ones or family -- he only has his job knitting tea cozies. On his 70th birthday, having done nothing memorable or in his life, Ernie decides to end it.
His suicide attempt is unsuccessful, however, and punctures a hole in his ceiling. But he soon develops a bond with a young boy who lives upstairs -- a friendship that pulls Ernie out of his lifelong despair and helps bring hope and connection back into his world.",2021-01-15,1031.0,English,USA,assets/thumbnails/IehPbS9fbPY.webp
BLfCsq6Mw-g,https://www.youtube.com/watch?v=BLfCsq6Mw-g,SECOND DATE,A man goes to a woman's home for a dinner date -- and sees her kinky pillow.,"Tim has been out of the dating scene for a very long time, and he's anxious and uncertain about a lot of the apps, rules and norms that have arisen since he last went out with someone. But he's recently met a woman named Aubrey that he's hit it off with -- and she's invited him for dinner at her house on their second date.
Though flustered and nervous, the date seems promising -- until he spots a quirky pillow on her sofa that makes him unexpectedly nervous. He can't quite get the trendy, slightly racy design out of his consciousness, throwing off what little game he has and threatening to derail a promising romance.",2023-04-04,486.0,English,USA,assets/thumbnails/BLfCsq6Mw-g.webp
UWVHu0q0nuE,https://www.youtube.com/watch?v=UWVHu0q0nuE,KILLING TIME,"A woman goes on a run in the woods, then attracts a mysterious figure who follows her home.","Cindy is a physicist out for a run. She's been awaiting the results of her latest experiment, which involves the ability to fold space-time. As she runs in the woods, she attracts the attention of a mysterious figure lurking in the woods.
When she comes home, she gets into an argument with her father, who is also a scientist, and whose work Cindy has built upon. Her father urges her to abandon the experiment, saying her obsession with it will ruin her life. But Cindy persists, though its results force her to reckon with the decisions of the past.",2023-05-03,933.0,English,USA,assets/thumbnails/UWVHu0q0nuE.webp
6Nvuse1e0lo,https://www.youtube.com/watch?v=6Nvuse1e0lo,WE WANT OUR MONEY BACK,A couple breaks up and returns to their therapist to demand a refund.,"A couple meets at a marriage therapist's office. But they're not getting counseling on any of their issues -- they've already done that. Despite their best efforts and paying their counselor hundreds of dollars to help them with their relationship, they are still estranged. And now they're demanding a refund for the money wasted trying to save their marriage.",2021-08-30,366.0,English,USA,assets/thumbnails/6Nvuse1e0lo.webp
MLo2rdBq6Q0,https://www.youtube.com/watch?v=MLo2rdBq6Q0,SEMI SKIMMED,A heartbroken man tries to move on from a holiday romance. Then an unexpected voicemail provides a ray of hope.,"Joel is a British man who can't quite shake the memories of a passionate holiday romance with a foreign woman named Jing Fei. But weeks after their tryst, he gets a voicemail message from her. The problem? Because she doesn't speak English, he can't understand a word that she says.
He attempts to hunt down the woman and find a way to translate the message, a quest that takes him on an odyssey across the city. But as his hopes look increasingly futile, his journey turns philosophical, as he makes peace with the fact that he'll never see her again.",2021-02-25,472.0,English,USA,assets/thumbnails/MLo2rdBq6Q0.webp
WIlgYRiDGn0,https://www.youtube.com/watch?v=WIlgYRiDGn0,LOCO,A train driver is traumatized after an incident on the tracks.,"Paul is a train driver on the railway going about his job when the unthinkable happens: his train hits someone committing suicide on the tracks.
The incident is tragic and horrible, and Paul cannot get the details, textures and trauma out of his mind. Yet he goes on with his job, despite everything, suffering silently as things go back to ""the usual.""",2022-01-21,478.0,English,USA,assets/thumbnails/WIlgYRiDGn0.webp
5Boi9E-ysPQ,https://www.youtube.com/watch?v=5Boi9E-ysPQ,MARTHA THE MONSTER,"In a world where humans live alongside monsters, Martha finds herself stuck with a major identity crisis.","Martha is a part-time actor and aspiring stand-up comedian, trying to find her place in a difficult industry and a crowded, busy city. She's also a monster in a world where humans and monsters co-exist, yet the sensitive and insecure soul struggles to fit in with either side. She's trying to find her footing, but assimilating into a world made for humans isn't working out too well for her.
But after a disastrous stand-up set, Martha meets Kevin, a monster who's proud of who he is and unafraid to reveal his horns -- and offers Martha a new way of accepting herself in a cold, hostile world.",2019-10-02,909.0,English,USA,assets/thumbnails/5Boi9E-ysPQ.webp
IOjRBeiWze8,https://www.youtube.com/watch?v=IOjRBeiWze8,WEATHER OR NOT,A pretentious New York author lands in a small town and meets his match in a local Uber driver.,"Benjamin is a New York author on a book tour, which brings him to a small town far from the cosmopolitan cities he's used to. He's picked up at his latest stop by a chatty, friendly Uber driver, who greets him warmly and then engages him in polite small talk about the weather. Benjamin is annoyed by these platitudes, being interested only in ""real talk.""
His persnickety demeanor and dismissive attitude permeate his entire stay and event, making it clear he's annoyed by the small-town ethos of forced friendliness and cheer. The nail in the coffin in his experience is his ride back to the airport with the same Uber driver who picked him up. But she's cannier than he thinks and turns the table on him in a way that punctures the bubble of his superiority complex.",2023-03-06,536.0,English,USA,assets/thumbnails/IOjRBeiWze8.webp
vSYsPu5h3Po,https://www.youtube.com/watch?v=vSYsPu5h3Po,YOUNG MOTHER,A teenage girl roams the streets trying to buy alcohol. Then she gets desperate.,"Nora is frantically roaming the streets of Dublin, looking for anyone to buy her some alcohol. Her fake ID gets taken away; she can't get someone to get it for her. Finally, she resorts to enticing a group of men with the prospect of a party to buy her a bottle of vodka.
They finally bite, though Nora runs away before things can get too dicey. Nora seems like a reckless teenage girl out to party. But when she gets home, the reality of her life is much different and much sadder than expected.",2021-11-05,751.0,English,USA,assets/thumbnails/vSYsPu5h3Po.webp
5VEAVrXS1j4,https://www.youtube.com/watch?v=5VEAVrXS1j4,POOR TAX,A family plays a friendly board game over the holidays. Then all hell breaks loose.,"A family is gathering together, settling into their tradition of a friendly board game. They're playing the classic game Monopoly, but soon the game's objective of buying assets, charging rent and earning money opens up a can of worms: the differing political opinions of the father and his daughter.
What starts as a debate about policy and ethics devolves into personal attacks and snide remarks. And what should be a game turns into a litmus test -- not just of politics, but of the family's ability to stay close and loving despite differences in opinion.",2023-04-29,817.0,English,USA,assets/thumbnails/5VEAVrXS1j4.webp
q2S1LjaPPOs,https://www.youtube.com/watch?v=q2S1LjaPPOs,THE HOME TEAM,A married couple are the only survivors of a space cult. Then a cancer scare forces them to rediscover life.,"Glen and his wife Glenrose are the only survivors of a space cult, which collectively went ""Next Level"" two decades ago. But the couple is still following the cult's teachings, which have them wear capes, adhere to strange rituals and not partake in any physical intimacy.
Glenrose is a true believer, but after so long, Glen may be ready to hang up his cape. Still, as a loving husband, Glen goes along with Glenrose's wishes, much to the disbelief of their daughter and the community around them. But things begin to change when Glenrose has a cancer scare, and the pair must confront their human mortality and rediscover just what life has to offer on ""the Human Level.""",2023-05-01,1502.0,English,USA,assets/thumbnails/q2S1LjaPPOs.webp
GO9OWTbXRQM,https://www.youtube.com/watch?v=GO9OWTbXRQM,I'M SORRY TO TELL YOU,A dying doctor practices giving a terminal diagnosis.,"Dr. Burgess rehearses telling a patient about his terminal diagnosis, stumbling over his words. But as he practices what he will say, his own feelings about his mortality and illness begin to surface as well, and the encounter takes on unexpected depth for both doctor and patient.",2020-01-14,406.0,English,USA,assets/thumbnails/GO9OWTbXRQM.webp
Mpq7rAwEwB8,https://www.youtube.com/watch?v=Mpq7rAwEwB8,PANTSER,Two isolated young sisters must determine if a mysterious stranger is their savior -- or a sinister threat.,"A global epidemic has ravaged the planet, decimating much of the population. Amidst it all, two sisters, Roos and Mira, live in isolation in the woods, fending for themselves. Their parents left for help a month ago, but they haven't returned since.
Their hermetic world is ruptured when a stranger in a hazmat suit appears outside their home, promising them safety in a nearby underground bunker. The girls have a choice to make: to trust this stranger and strike out on their own, or stick close to home in the hopes that their parents return.",2022-07-29,1270.0,English,USA,assets/thumbnails/Mpq7rAwEwB8.webp
kNuaIFehIWM,https://www.youtube.com/watch?v=kNuaIFehIWM,WASH CLUB,An aspiring journalist accidentally becomes ringleader of the very cult he is supposed to be investigating.,"An aspiring journalist hears rumors of a strange cult on his college campus. He launches into his own investigation, and comes across a ""club"" where kids climb into tumble dryers at a 24-hour laundromat and see how long they can last -- a phenomenon that eventually goes viral and becomes potentially perilous.",2018-04-27,848.0,English,USA,assets/thumbnails/kNuaIFehIWM.webp
KLc3_MlCzIM,https://www.youtube.com/watch?v=KLc3_MlCzIM,HOLDING,A man calls a suicide hotline and gets put on hold. He finds his neighbor is on hold too.,"Depressed and at his lowest peak, Nick calls a suicide hotline to get help, only to get put on hold due to high caller volume.
Standing out on his balcony, he discovers his next-door neighbor -- a woman named Cassy -- has also been put on hold as well. Together they decide to hang out while waiting to talk to someone, but when Cassy discovers that Nick's ex Chelsea has been cheating on him, she convinces him to egg Chelsea's house.
The egging brings out Chelsea's current boyfriend, Brendan, who seems ready for a fight. But when another unexpected secret comes out, it upends the situation -- and helps Nick and Cassy gain some relief from their emotional crisis.",2019-07-15,509.0,English,USA,assets/thumbnails/KLc3_MlCzIM.webp
SeSQA5nSaek,https://www.youtube.com/watch?v=SeSQA5nSaek,CRESWICK,A woman's fear of her childhood home is brought to light when her aging father claims there is another presence in the house.,"Now a young woman, Sam returns to help her aging father pack up the remains of their family estate in the remote, secluded woods.
But as Sam sifts through reminders of her childhood and hears her dad speak of strange disturbances in and around the house -- and the real reason for his decision to move -- her suspicions begin to rise.",2018-05-18,575.0,English,USA,assets/thumbnails/SeSQA5nSaek.webp
qvIOSF7RSok,https://www.youtube.com/watch?v=qvIOSF7RSok,I'M STILL HERE,A woman tries to contact the outside world before the invasion of an unknown threat.,"Maggie is holed up inside her home as the outside world faces an invasion of an unknown threat. No one has left their homes since it all began but Maggie can hear the ominous presences outside.
She attempts to make radio contact, desperate for any human presence after the rest of her family has disappeared. But when she finally reaches someone, she realizes the outside threat may be coming inside.",2021-07-08,801.0,English,USA,assets/thumbnails/qvIOSF7RSok.webp
hD7XrUSyDJM,https://www.youtube.com/watch?v=hD7XrUSyDJM,PUNCH-DRUNK,A man's life begins to unravel when a chatty stranger disturbs his peaceful lunch.,"A man named Colin sits at a crowded cafe in Marseilles, France, reading and having a coffee. He's minding his own business when he's joined by a stranger, a man named George who's an English speaker like himself.
The two begin a casual chat, both bonding over being Irish men in a foreign country -- they even are familiar with George's small hometown. But as the conversation proceeds and they find seemingly common ground, the talk takes an uneasy turn as Colin finds his life knocked off its axis.",2022-05-02,761.0,English,USA,assets/thumbnails/hD7XrUSyDJM.webp
sf4Kcse5KPk,https://www.youtube.com/watch?v=sf4Kcse5KPk,FURLONG,A teenage girl and her older brother's best friend find themselves alone at a cliff jumping spot in the California mountains.,"Abbey tags along with her brother Jack and his best friend Sam at a beautiful spot in the California mountains. Called Furlong, it's where teens go to jump off cliffs into a pool of water below.
As they bike to the spot together, Abbey has a fascination with her brother's best friend, who also seems to see her in a new light. But when a flirtatious gambit goes wrong, an initially innocent outing takes a darker, murkier turn.",2019-06-14,632.0,English,USA,assets/thumbnails/sf4Kcse5KPk.webp
QIWcjZE-vSM,https://www.youtube.com/watch?v=QIWcjZE-vSM,THE NEST EGG,A lonely widower and a precocious young girl unexpectedly converge with the help of a chicken suit.,"On one street corner in London, an old man in a chicken suit invites people to throw eggs at him for money. Soon he becomes an online video sensation, and people come out in droves to pay for eggs and toss them at him, all while he remains stoic.
Little do they know that the chicken man is named Ernie, a lonely widower trying to make his way through the tangle of grief that has immobilized him since his wife passed away. Together the couple accumulated a nice sum of money to enjoy retirement together. But now Ernie is at a loss on how to use his nest egg without his beloved, kind wife... until his world collides with a precocious and resourceful little girl trying to win an egg decorating contest so she can buy her single mom a present for her birthday.",2020-01-27,835.0,English,USA,assets/thumbnails/QIWcjZE-vSM.webp
4HtaroXfhQA,https://www.youtube.com/watch?v=4HtaroXfhQA,UNDER DARKNESS,A young Jewish woman joins the Soviet resistance during World War II.,"A young Jewish woman, Faye, is struggling to survive during World War II in Poland, where the Nazis have taken control. But when her family is taken away by German soldiers, she joins the Soviet resistance, where she is immersed in the horrors of war.
When a soldier dies in her car, carrying a photograph, she remembers her recent past, where she pursued her passion for photography, which was also the family business. But her talent was hijacked by the Nazis that took away her family -- and in order to keep them alive, she has do what she is ordered.
But when she uncovers visual evidence of what happened to her family -- and others who share her Jewish faith -- she realizes that she cannot work for the Nazis anymore and escapes. Though she would like to forget what happened, she realizes the power of what she has and the talent she possesses and uses it to document the story of her people and their struggle.",2020-11-30,1227.0,English,USA,assets/thumbnails/4HtaroXfhQA.webp
cGnUKgI0N6A,https://www.youtube.com/watch?v=cGnUKgI0N6A,MAGGIE AND THE MONSTER,A young woman goes to a friend's home to find solace from her bizarre terrors.,"Maggie is fearful and anxious, plagued by bizarre terrors, and she seems to be going through a difficult transition after a long absence. But she's been invited by her friend Trish to have dinner, which she hopes will help her feel less alone.
Trish and Maggie's conversation is halting, and things take an even more awkward turn when Maggie asks Trish for her boss's email to ask for a job at the clinic where Trish works. Trish is reluctant, and Maggie realizes that her friends see her as damaged. The news puts Maggie in a bad place -- but not as bad as the one Maggie finds herself in when she faces the possibility of being alone after dinner is over.",2023-03-31,909.0,English,USA,assets/thumbnails/cGnUKgI0N6A.webp
fSW3a0zb0rQ,https://www.youtube.com/watch?v=fSW3a0zb0rQ,LILY MEETS CHARLIE,"A young escort arrives at a new client's hotel room. To their surprise, they already know each other.","Charlie is trying to book a companion for the night when his regular girl isn't available. Instead, he decides to meet with a new person -- a woman named Lily who is said to be a ""good listener.""
But when Lily enters Charlie's hotel room, they're both in for a surprise: they know each other already, under Lily's real name. Ten years ago, Charlie abandoned Lily, leaving her broken and alone in life. And now they must reckon with the consequences of those events.",2020-08-13,802.0,English,USA,assets/thumbnails/fSW3a0zb0rQ.webp
pFccH4yzzIw,https://www.youtube.com/watch?v=pFccH4yzzIw,REPENT NOW,A young man finds and befriends a mysterious creature which guides his descent into a darker world.,"Ben is painting one day along a street in London one day when he sees a mentally-disturbed man by the canal throwing a suitcase into the water. Strangely intrigued, Ben's curiosity gets the better of him and he fishes the bag out of the oily water.
When he opens the bag, he discovers a small notebook of names, as well as a 15-foot-long snake inside. He discovers it is an African Rock Python, but animal services is unable to remove it right away. He attempts to rid himself of the snake, but it becomes clear that the animal has developed an attachment to Ben and isn't going anywhere.
Ben becomes used to the snake's presence, just as strange things begin happening in his apartment building: a neighbor's dog goes missing, and other residents he shares his building (and more than a few conflicts with) disappear as well. Soon Ben realizes that the snake is much more than it seems, becoming a strange extension of his thoughts and will -- and wants to  guide him into a darker world than he ever anticipated.",2019-04-19,1332.0,English,USA,assets/thumbnails/pFccH4yzzIw.webp
iTdc_6Mm2r0,https://www.youtube.com/watch?v=iTdc_6Mm2r0,SHINEY,Two kids hatch a plan to buy their first pack of cigarettes.,"Kayleigh and Ant are two impressionable kids who live on a council estate, hanging out and killing time. They trade player cards and are desperate to seem older and cooler than they are. With not much else to do, they decide one day to try to buy a pack of cigarettes, just like they've seen the older, cooler kids do.
They manage to rope in an older teen to get their cigarettes, and are willing to trade their precious and rare shiny gold player card to get it. They then put one over on their hapless ""college boy,"" making off with the fabled pack of contraband without giving up their card. But when they're put in their place, their better instincts come to the fore, and they prove that despite their posturing, they're still just kids in the end.",2021-04-01,908.0,English,USA,assets/thumbnails/iTdc_6Mm2r0.webp
wYcJh8eno8A,https://www.youtube.com/watch?v=wYcJh8eno8A,THE ONLY PEOPLE WHO HAVE EVER SEEN ROB'S P-NIS,A young virgin's lies about his sexual history come to light.,"Rob is a virgin, something he feels awkward about as he begins a relationship with a more experienced partner.
When the couple find themselves magically teleported into a room with a few other people, a mysterious invisible magical entity says they have to figure out what they all have in common before they all can leave.",2018-04-06,1065.0,English,USA,assets/thumbnails/wYcJh8eno8A.webp
CkjeHoV0Ob4,https://www.youtube.com/watch?v=CkjeHoV0Ob4,BRUISER,A young boy investigates the limitations of his manhood after his father gets into a fight at a bowling alley.,"Darious is a young boy growing up with a sometimes harsh, demanding father. He's a quiet, sensitive boy, but he still seeks closeness and approval from his father.
When his father gets into a fight at a bowling alley one day, the emotional fallout sends Darious on his own internal journey of confusion and anger -- one that propels him to face his propensities for violence and the limits on his power.",2021-10-15,635.0,English,USA,assets/thumbnails/CkjeHoV0Ob4.webp
uyZa3T88G-o,https://www.youtube.com/watch?v=uyZa3T88G-o,MIRO,A WWII soldier returns home to discover his entire life has been stolen. So he wages his own form of justice.,"World War II is going on, and Australia is conscripting Aboriginal men into service, even though they don't have citizenship or rights in the country. Miro is one of these men, taken from his family and thrown onto the battlefield, where he risks his life at the front lines for a country that treats him as less than human and deprives him of his rights.
But when he returns back home, he discovers his land has been taken from him and his family spirited away from their home, relocated to a dangerous place where his wife and daughter are persecuted and preyed upon. Miro decides to rescue them, taking the bravery he's learned on the battlefield to mete out his own brand of justice.",2020-05-26,1434.0,English,USA,assets/thumbnails/uyZa3T88G-o.webp
vaRXwXS7D-8,https://www.youtube.com/watch?v=vaRXwXS7D-8,A PERFECT TURN,A South Korean mother clashes with her ballet prodigy daughter on the eve of her show in London.,"Ten-year-old ballerina Hyun-ah is in London on a stop on her ballet tour. She is accompanied by Yun, her South Korean mother, for an important engagement, one that may make her professional future.
But Hyun-ah begins to rebel in her small way against the constant pressure and lack of understanding. At first, her rebellion happens through passive refusal, but eventually, it leads to a larger confrontation and a growing schism between parent and child.",2019-08-26,820.0,English,USA,assets/thumbnails/vaRXwXS7D-8.webp
NkMWgw6hNrE,https://www.youtube.com/watch?v=NkMWgw6hNrE,TWISTING TIGER,A Black Shaolin monk breaks his vow of nonviolence to save his students from a bloodthirsty gang.,"As a younger man, Tarrell was involved in a gang fight in which he accidentally killed his best friend. Since then, he has become a Shaolin monk devoted to a life of zen and pacifism, teaching and mentoring kids in the martial arts.
But when one of his students, Virgil, is threatened by a menacing gang, Tarrell must decide whether or not to break his vows of nonviolence to protect his students. In doing so, he must confront the trauma of his past and the person he's become since.",2022-06-09,1810.0,English,USA,assets/thumbnails/NkMWgw6hNrE.webp
W7aKzHzfNLs,https://www.youtube.com/watch?v=W7aKzHzfNLs,THIS ALWAYS HAPPENS,A couple on a first date clash over astrology.,"They swiped right. Now one potential couple are on their first date, and all seems to be going well... until they begin talking about astrology.",2018-05-03,849.0,English,USA,assets/thumbnails/W7aKzHzfNLs.webp
LPlmnXZhZmA,https://www.youtube.com/watch?v=LPlmnXZhZmA,FLOPPY TOAST WITH DRIPPY BUTTER,A bullied girl can't take it anymore and considers drastic action.,"Chloe is a quiet young teenage girl having a hard time. She's bullied relentlessly at her school by the other girls. But she's too scared and cowed to say anything to her parents or the school authorities, and she suffers in silence every day.
Eventually, Chloe can't take it anymore, and she contemplates drastic action. But at her lowest point, she meets another girl, Alice, who helps her see another way out of her despair.",2022-09-21,935.0,English,USA,assets/thumbnails/LPlmnXZhZmA.webp
eBnAXYco5a4,https://www.youtube.com/watch?v=eBnAXYco5a4,THE SHOOTING STAR SALESMAN,"A magical salesman tries to revive his shooting star business in a modern, fast paced society.","In the 19th century, a salesman created a magical machine that grants the ability for people to order up their unique shooting star to wish upon. The machine also can stop aging, keeping the salesman alive well into the current age. As he outlives his family, he becomes increasingly isolated and sad, breaking the magic of the shooting star machine.
Increasingly embittered and disillusioned, he repairs the machine and ventures out into the city but finds it hard to make sales in a fast-paced, skeptical modern age. He finds his own belief in his machine and even the goodness of humanity flagging. But with the help of a curious 8-year-old tagalong, he restores his faith in his magic and himself.",2022-02-24,1242.0,English,USA,assets/thumbnails/eBnAXYco5a4.webp
9qFzdWTCiWk,https://www.youtube.com/watch?v=9qFzdWTCiWk,THE COMPLEX,A young woman is forced to deal with a neighbor's unwelcome advances.,"Charlotte has just moved into a new apartment when her new neighbor, in an attempt to help her out, takes one of her boxes and brings it in, despite her protests. But then he lets himself into her apartment without invitation, getting on her nerves, before helping himself to the sink and then leaving.
Though discomfited by Brandon and his idea of witty banter, she thinks that's all there is to it. But then Brandon keeps imposing himself upon Charlotte, inviting her out. But when his overfamiliarity goes too far, Charlotte must decide to draw a line.",2020-10-30,901.0,English,USA,assets/thumbnails/9qFzdWTCiWk.webp
O_l9rlmsb3Y,https://www.youtube.com/watch?v=O_l9rlmsb3Y,GREEN LUCK,An underachieving mama's boy goes to his 17th job interview -- and his luck unexpectedly flips.,"Phillip is going out for a job interview. It's been a hard journey, and this is his 17th round. But his mom is sending him off with plenty of love and support for her precious ""gummy bear""...who is also a grown man.
But when Phillip finds a four-leaf clover -- and an attractive woman calls out ""Hey cutie!"" as she passes by -- it gives him a boost of confidence to move forward. But as he finds himself in one mishap after another, his luck may just run out before he even gets his foot in the door.",2021-09-02,518.0,English,USA,assets/thumbnails/O_l9rlmsb3Y.webp
xp7n5JqXt2o,https://www.youtube.com/watch?v=xp7n5JqXt2o,REELING ISAAC,A young man questions a mountain-dwelling recluse who abandoned him at birth.,"John is driving by himself up into the mountains. He's seeking answers to some of the questions that have haunted him -- the questions he intends to ask the man who abandoned him at birth, a reclusive mountain dweller named Isaac.
Isaac isn't happy to see John, but he accepts his presence anyway. The two men share a meal, both making stilted conversation with one another. But finally, Isaac tells his side of the story, which allows John to express some of his deepest held feelings -- and perhaps allow a tenuous connection between the two estranged men.",2021-04-20,1107.0,English,USA,assets/thumbnails/xp7n5JqXt2o.webp
wVcse5D1_08,https://www.youtube.com/watch?v=wVcse5D1_08,MAHALIA MELTS IN THE RAIN,A young Black girl gets her hair straightened for the first time.,"Mahalia is a shy young Black girl who takes ballet, where she is teased by other classmates Abigail and Daisy for her quiet demeanor and her hair, among other things.
On the eve of a class photoshoot, Mahalia's mother Anika arranged for Mahalia to straighten her hair at her local salon, hoping to raise her confidence. Her new hair gives her an initial boost at first, but she discovers that in the end, not much has changed.",2021-07-15,682.0,English,USA,assets/thumbnails/wVcse5D1_08.webp
G-C-cZqG58E,https://www.youtube.com/watch?v=G-C-cZqG58E,THE TRACK,A homeless man gets to stay at a five-star hotel for a night.,"Grace is a volunteer at The Track, a day shelter for rough sleepers in London. When the shelter receives a donation in the form of a night's stay at a five-star hotel, they give it to Nate, a former teacher and immigrant who has fallen through the cracks, and it becomes Grace's job to bring him to the hotel and get him settled for the evening.
But when Grace and Nate head to the hotel, they have a hard time checking him in, claiming that the names don't match exactly on the reservation. When Grace later finds Nate sleeping on the street in the brutal cold, she invites him to stay at her boyfriend's home, only to discover that her efforts might have been for naught in the morning.",2023-03-25,768.0,English,USA,assets/thumbnails/G-C-cZqG58E.webp
i-GhP7fPNps,https://www.youtube.com/watch?v=i-GhP7fPNps,OUT OF THE VILLAGE,A brother and his sister seek closure after Ebola ravages their West African village.,"An orphaned brother and sister -- Mebro and Vabiam -- are left to rely on themselves after the Ebola virus ravages their village in West Africa, upending their lives and tearing their family apart.",2018-09-11,991.0,English,USA,assets/thumbnails/i-GhP7fPNps.webp
AxcvoyHCnyc,https://www.youtube.com/watch?v=AxcvoyHCnyc,WALTER,Two hippies accidentally run over a dog that belongs to war veterans.,"Two peace-loving hippies, Clay and his pregnant partner Rocky, are driving in their van, enjoying the ride, each other's company and the music playing on the radio. But their free-spirited journey hits a bump as they discover they've hit and run over a dog.
They discover that the small canine -- called Walter -- belongs to a family of patriotic war veterans. Owning up to their role in Walter's demise, they attempt to inform the family of what happened -- and find themselves embroiled in a culture clash and potentially deadly confrontation.",2020-08-31,608.0,English,USA,assets/thumbnails/AxcvoyHCnyc.webp
c0VPJWt_f0w,https://www.youtube.com/watch?v=c0VPJWt_f0w,PONY,A single mother leaves her young daughter with a rock musician uncle.,"Miko is a young 5-year-old girl whose mother, Claudia, has to go out of town on an important last-minute business trip. There is no other childcare available except for Miko's Uncle Jeff, an aging rock musician who hasn't quite faced up to reality and still wants to relive his glory days of sex, drugs and rock 'n roll.
He's not an ideal babysitter for a little girl at all, but he grudgingly takes Miko anyway. Caring for Miko proves to be a challenge, but she also becomes the catalyst for Jeff to look at his life and reconnect with his creative and emotional spark.",2021-11-30,1861.0,English,USA,assets/thumbnails/c0VPJWt_f0w.webp
